name	Locus	Identity	Coverage	Alignment Length	Allele Length	Gaps	Allele	Simple Allele	IncF RST
NC_006843	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_006843	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_006843	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_006843	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP006769	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP006769	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP006769	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP006769	FII	-	-	-	-	-	-	-	F-:A-:B-
CP006769	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP006769	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP006769	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP003893	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP003893	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP003893	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP003893	FII	-	-	-	-	-	-	-	F-:A-:B-
CP003893	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP003893	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP003893	FIIY	-	-	-	-	-	-	-	F-:A-:B-
KY940428	FIA	-	-	-	-	-	-	-	F-:A-:B-
KY940428	FIB	-	-	-	-	-	-	-	F-:A-:B-
KY940428	FIC	-	-	-	-	-	-	-	F-:A-:B-
KY940428	FII	-	-	-	-	-	-	-	F-:A-:B-
KY940428	FIIK	-	-	-	-	-	-	-	F-:A-:B-
KY940428	FIIS	-	-	-	-	-	-	-	F-:A-:B-
KY940428	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP013779	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP013779	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP013779	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP013779	FII	-	-	-	-	-	-	-	F-:A-:B-
CP013779	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP013779	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP013779	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_012231	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_012231	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_012231	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_012231	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_012231	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_012231	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_012231	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP031645	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP031645	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP031645	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP031645	FII	-	-	-	-	-	-	-	F-:A-:B-
CP031645	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP031645	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP031645	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP043384	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP043384	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP043384	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP043384	FII	-	-	-	-	-	-	-	F-:A-:B-
CP043384	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP043384	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP043384	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_011849	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_011849	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_011849	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_011849	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_011849	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_011849	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_011849	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP012424	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP012424	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP012424	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP012424	FII	-	-	-	-	-	-	-	F-:A-:B-
CP012424	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP012424	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP012424	FIIY	-	-	-	-	-	-	-	F-:A-:B-
AP014682	FIA	-	-	-	-	-	-	-	F-:A-:B-
AP014682	FIB	-	-	-	-	-	-	-	F-:A-:B-
AP014682	FIC	-	-	-	-	-	-	-	F-:A-:B-
AP014682	FII	-	-	-	-	-	-	-	F-:A-:B-
AP014682	FIIK	-	-	-	-	-	-	-	F-:A-:B-
AP014682	FIIS	-	-	-	-	-	-	-	F-:A-:B-
AP014682	FIIY	-	-	-	-	-	-	-	F-:A-:B-
AY442931	FIA	-	-	-	-	-	-	-	F-:A-:B-
AY442931	FIB	-	-	-	-	-	-	-	F-:A-:B-
AY442931	FIC	-	-	-	-	-	-	-	F-:A-:B-
AY442931	FII	-	-	-	-	-	-	-	F-:A-:B-
AY442931	FIIK	-	-	-	-	-	-	-	F-:A-:B-
AY442931	FIIS	-	-	-	-	-	-	-	F-:A-:B-
AY442931	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP023492	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP023492	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP023492	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP023492	FII	-	-	-	-	-	-	-	F-:A-:B-
CP023492	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP023492	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP023492	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP041371	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP041371	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP041371	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP041371	FII	-	-	-	-	-	-	-	F-:A-:B-
CP041371	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP041371	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP041371	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP009683	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP009683	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP009683	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP009683	FII	-	-	-	-	-	-	-	F-:A-:B-
CP009683	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP009683	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP009683	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP044180	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP044180	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP044180	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP044180	FII	-	-	-	-	-	-	-	F-:A-:B-
CP044180	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP044180	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP044180	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP007714	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP007714	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP007714	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP007714	FII	-	-	-	-	-	-	-	F-:A-:B-
CP007714	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP007714	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP007714	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP043834	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP043834	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP043834	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP043834	FII	-	-	-	-	-	-	-	F-:A-:B-
CP043834	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP043834	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP043834	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_024967	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_024967	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_024967	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_024967	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_024967	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_024967	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_024967	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP024444	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP024444	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP024444	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP024444	FII	-	-	-	-	-	-	-	F-:A-:B-
CP024444	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP024444	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP024444	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP026232	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP026232	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP026232	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP026232	FII	-	-	-	-	-	-	-	F-:A-:B-
CP026232	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP026232	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP026232	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP024447	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP024447	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP024447	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP024447	FII	-	-	-	-	-	-	-	F-:A-:B-
CP024447	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP024447	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP024447	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP022071	FIA	-	-	-	-	-	-	-	S1:A-:B17
CP022071	FIB	100.0	100.0	373	373	0	FIB_17	B17	S1:A-:B17
CP022071	FIC	-	-	-	-	-	-	-	S1:A-:B17
CP022071	FII	-	-	-	-	-	-	-	S1:A-:B17
CP022071	FIIK	-	-	-	-	-	-	-	S1:A-:B17
CP022071	FIIS	100.0	100.0	215	215	0	FIIS_1	S1	S1:A-:B17
CP022071	FIIY	-	-	-	-	-	-	-	S1:A-:B17
CP023718	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP023718	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP023718	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP023718	FII	-	-	-	-	-	-	-	F-:A-:B-
CP023718	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP023718	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP023718	FIIY	-	-	-	-	-	-	-	F-:A-:B-
KY930475	FIA	-	-	-	-	-	-	-	F-:A-:B-
KY930475	FIB	-	-	-	-	-	-	-	F-:A-:B-
KY930475	FIC	-	-	-	-	-	-	-	F-:A-:B-
KY930475	FII	-	-	-	-	-	-	-	F-:A-:B-
KY930475	FIIK	-	-	-	-	-	-	-	F-:A-:B-
KY930475	FIIS	-	-	-	-	-	-	-	F-:A-:B-
KY930475	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP018451	FIA	100.0	100.0	383	383	0	FIA_13	A13	F-:A13:B-
CP018451	FIB	-	-	-	-	-	-	-	F-:A13:B-
CP018451	FIC	-	-	-	-	-	-	-	F-:A13:B-
CP018451	FII	-	-	-	-	-	-	-	F-:A13:B-
CP018451	FIIK	-	-	-	-	-	-	-	F-:A13:B-
CP018451	FIIS	-	-	-	-	-	-	-	F-:A13:B-
CP018451	FIIY	-	-	-	-	-	-	-	F-:A13:B-
CP011963	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP011963	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP011963	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP011963	FII	-	-	-	-	-	-	-	F-:A-:B-
CP011963	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP011963	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP011963	FIIY	-	-	-	-	-	-	-	F-:A-:B-
JX101644	FIA	-	-	-	-	-	-	-	F-:A-:B-
JX101644	FIB	-	-	-	-	-	-	-	F-:A-:B-
JX101644	FIC	-	-	-	-	-	-	-	F-:A-:B-
JX101644	FII	-	-	-	-	-	-	-	F-:A-:B-
JX101644	FIIK	-	-	-	-	-	-	-	F-:A-:B-
JX101644	FIIS	-	-	-	-	-	-	-	F-:A-:B-
JX101644	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP030066	FIA	-	-	-	-	-	-	-	K10:A-:B-
CP030066	FIB	-	-	-	-	-	-	-	K10:A-:B-
CP030066	FIC	-	-	-	-	-	-	-	K10:A-:B-
CP030066	FII	-	-	-	-	-	-	-	K10:A-:B-
CP030066	FIIK	100.0	100.0	82	82	0	FIIK_10	K10	K10:A-:B-
CP030066	FIIS	-	-	-	-	-	-	-	K10:A-:B-
CP030066	FIIY	-	-	-	-	-	-	-	K10:A-:B-
CP029341	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP029341	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP029341	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP029341	FII	-	-	-	-	-	-	-	F-:A-:B-
CP029341	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP029341	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP029341	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_014477	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_014477	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_014477	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_014477	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_014477	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_014477	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_014477	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP018941	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP018941	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP018941	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP018941	FII	-	-	-	-	-	-	-	F-:A-:B-
CP018941	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP018941	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP018941	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP006662	FIA	100.0	100.0	383	383	0	FIA_13	A13	F-:A13:B-
CP006662	FIB	-	-	-	-	-	-	-	F-:A13:B-
CP006662	FIC	-	-	-	-	-	-	-	F-:A13:B-
CP006662	FII	-	-	-	-	-	-	-	F-:A13:B-
CP006662	FIIK	-	-	-	-	-	-	-	F-:A13:B-
CP006662	FIIS	-	-	-	-	-	-	-	F-:A13:B-
CP006662	FIIY	-	-	-	-	-	-	-	F-:A13:B-
CP029365	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP029365	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP029365	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP029365	FII	-	-	-	-	-	-	-	F-:A-:B-
CP029365	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP029365	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP029365	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP020341	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP020341	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP020341	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP020341	FII	-	-	-	-	-	-	-	F-:A-:B-
CP020341	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP020341	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP020341	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP002019	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP002019	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP002019	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP002019	FII	-	-	-	-	-	-	-	F-:A-:B-
CP002019	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP002019	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP002019	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_000956	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_000956	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_000956	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_000956	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_000956	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_000956	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_000956	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP004000	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP004000	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP004000	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP004000	FII	-	-	-	-	-	-	-	F-:A-:B-
CP004000	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP004000	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP004000	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP025929	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP025929	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP025929	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP025929	FII	-	-	-	-	-	-	-	F-:A-:B-
CP025929	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP025929	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP025929	FIIY	-	-	-	-	-	-	-	F-:A-:B-
MH618673	FIA	-	-	-	-	-	-	-	F-:A-:B-
MH618673	FIB	-	-	-	-	-	-	-	F-:A-:B-
MH618673	FIC	-	-	-	-	-	-	-	F-:A-:B-
MH618673	FII	-	-	-	-	-	-	-	F-:A-:B-
MH618673	FIIK	-	-	-	-	-	-	-	F-:A-:B-
MH618673	FIIS	-	-	-	-	-	-	-	F-:A-:B-
MH618673	FIIY	-	-	-	-	-	-	-	F-:A-:B-
KY554216	FIA	-	-	-	-	-	-	-	F-:A-:B-
KY554216	FIB	-	-	-	-	-	-	-	F-:A-:B-
KY554216	FIC	-	-	-	-	-	-	-	F-:A-:B-
KY554216	FII	-	-	-	-	-	-	-	F-:A-:B-
KY554216	FIIK	-	-	-	-	-	-	-	F-:A-:B-
KY554216	FIIS	-	-	-	-	-	-	-	F-:A-:B-
KY554216	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_011873	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_011873	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_011873	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_011873	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_011873	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_011873	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_011873	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_002112	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_002112	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_002112	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_002112	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_002112	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_002112	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_002112	FIIY	-	-	-	-	-	-	-	F-:A-:B-
AY316747	FIA	-	-	-	-	-	-	-	F-:A-:B-
AY316747	FIB	-	-	-	-	-	-	-	F-:A-:B-
AY316747	FIC	-	-	-	-	-	-	-	F-:A-:B-
AY316747	FII	-	-	-	-	-	-	-	F-:A-:B-
AY316747	FIIK	-	-	-	-	-	-	-	F-:A-:B-
AY316747	FIIS	-	-	-	-	-	-	-	F-:A-:B-
AY316747	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP023927	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP023927	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP023927	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP023927	FII	-	-	-	-	-	-	-	F-:A-:B-
CP023927	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP023927	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP023927	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP008719	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP008719	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP008719	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP008719	FII	-	-	-	-	-	-	-	F-:A-:B-
CP008719	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP008719	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP008719	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP021099	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP021099	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP021099	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP021099	FII	-	-	-	-	-	-	-	F-:A-:B-
CP021099	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP021099	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP021099	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP020044	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP020044	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP020044	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP020044	FII	-	-	-	-	-	-	-	F-:A-:B-
CP020044	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP020044	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP020044	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP028879	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP028879	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP028879	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP028879	FII	-	-	-	-	-	-	-	F-:A-:B-
CP028879	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP028879	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP028879	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP017103	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP017103	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP017103	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP017103	FII	-	-	-	-	-	-	-	F-:A-:B-
CP017103	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP017103	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP017103	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_011078	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_011078	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_011078	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_011078	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_011078	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_011078	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_011078	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP021419	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP021419	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP021419	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP021419	FII	-	-	-	-	-	-	-	F-:A-:B-
CP021419	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP021419	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP021419	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP013834	FIA	-	-	-	-	-	-	-	F35:A-:B-
CP013834	FIB	-	-	-	-	-	-	-	F35:A-:B-
CP013834	FIC	-	-	-	-	-	-	-	F35:A-:B-
CP013834	FII	100.0	100.0	156	156	0	FII_35	F35	F35:A-:B-
CP013834	FIIK	-	-	-	-	-	-	-	F35:A-:B-
CP013834	FIIS	-	-	-	-	-	-	-	F35:A-:B-
CP013834	FIIY	-	-	-	-	-	-	-	F35:A-:B-
MH382833	FIA	-	-	-	-	-	-	-	F-:A-:B-
MH382833	FIB	-	-	-	-	-	-	-	F-:A-:B-
MH382833	FIC	-	-	-	-	-	-	-	F-:A-:B-
MH382833	FII	-	-	-	-	-	-	-	F-:A-:B-
MH382833	FIIK	-	-	-	-	-	-	-	F-:A-:B-
MH382833	FIIS	-	-	-	-	-	-	-	F-:A-:B-
MH382833	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_019222	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_019222	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_019222	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_019222	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_019222	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_019222	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_019222	FIIY	-	-	-	-	-	-	-	F-:A-:B-
NC_019777	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_019777	FIB	-	-	-	-	-	-	-	F-:A-:B-
NC_019777	FIC	-	-	-	-	-	-	-	F-:A-:B-
NC_019777	FII	-	-	-	-	-	-	-	F-:A-:B-
NC_019777	FIIK	-	-	-	-	-	-	-	F-:A-:B-
NC_019777	FIIS	-	-	-	-	-	-	-	F-:A-:B-
NC_019777	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP021811	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP021811	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP021811	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP021811	FII	-	-	-	-	-	-	-	F-:A-:B-
CP021811	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP021811	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP021811	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP042484	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP042484	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP042484	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP042484	FII	-	-	-	-	-	-	-	F-:A-:B-
CP042484	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP042484	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP042484	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP029718	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP029718	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP029718	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP029718	FII	-	-	-	-	-	-	-	F-:A-:B-
CP029718	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP029718	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP029718	FIIY	-	-	-	-	-	-	-	F-:A-:B-
CP035418	FIA	-	-	-	-	-	-	-	F-:A-:B-
CP035418	FIB	-	-	-	-	-	-	-	F-:A-:B-
CP035418	FIC	-	-	-	-	-	-	-	F-:A-:B-
CP035418	FII	-	-	-	-	-	-	-	F-:A-:B-
CP035418	FIIK	-	-	-	-	-	-	-	F-:A-:B-
CP035418	FIIS	-	-	-	-	-	-	-	F-:A-:B-
CP035418	FIIY	-	-	-	-	-	-	-	F-:A-:B-
FN666577	FIA	-	-	-	-	-	-	-	K30?*:A-:B-
FN666577	FIB	-	-	-	-	-	-	-	K30?*:A-:B-
FN666577	FIC	-	-	-	-	-	-	-	K30?*:A-:B-
FN666577	FII	-	-	-	-	-	-	-	K30?*:A-:B-
FN666577	FIIK	96.07843137254902	62.19512195121951	51	82	0	FIIK_30?*	K30?*	K30?*:A-:B-
FN666577	FIIS	-	-	-	-	-	-	-	K30?*:A-:B-
FN666577	FIIY	-	-	-	-	-	-	-	K30?*:A-:B-
NC_018977	FIA	-	-	-	-	-	-	-	F-:A-:B-
NC_018977	FIB	-	-	-	-	-	-	-	F-:A-:B-
