Revised_Source_Niche name
"Wild Animal" AusGEM_01543
"Wild Animal" AusGEM_01781
"Wild Animal" TEA_B339
"Wild Animal" AusGEM_01709
"Wild Animal" AusGEM_01779
"Wild Animal" AusGEM_01827
"Wild Animal" TEA_B288
"Wild Animal" AusGEM_01833
"Wild Animal" AusGEM_01626
"Wild Animal" AusGEM_01034
"Wild Animal" AusGEM_01511
"Wild Animal" TEA_B745
"Wild Animal" TEA_M626
"Wild Animal" TEA_M540
"Wild Animal" AusGEM_01600
"Wild Animal" TEA_TA119
"Wild Animal" AusGEM_01544
"Wild Animal" AusGEM_01768
"Wild Animal" TEA_TA149
"Wild Animal" AusGEM_01632
"Wild Animal" AusGEM_01669
"Wild Animal" AusGEM_01602
"Wild Animal" AusGEM_01515
"Wild Animal" SRR11355612
"Wild Animal" SRR7724595
"Wild Animal" TEA_B1784
"Wild Animal" TEA_B1544
"Wild Animal" AusGEM_01686
"Wild Animal" TEA_M1115
"Wild Animal" SRR11080154
"Wild Animal" AusGEM_01566
"Wild Animal" TEA_POSS_59
"Wild Animal" SRR7724578
"Wild Animal" TEA_TA436
"Wild Animal" TEA_TA089
"Wild Animal" SRR11341620
"Wild Animal" AusGEM_01820
"Wild Animal" AusGEM_01556
"Wild Animal" TEA_B377
"Wild Animal" AusGEM_01629
"Wild Animal" SRR7724725
"Wild Animal" SRR7724673
"Wild Animal" AusGEM_01517
"Wild Animal" TEA_TA421
"Wild Animal" AusGEM_01519
"Wild Animal" TEA_B1505
"Wild Animal" TEA_B1734
"Wild Animal" AusGEM_01710
"Wild Animal" SRR7724574
"Wild Animal" TEA_TA309
"Wild Animal" SRR7724646
"Wild Animal" TEA_TA260
"Wild Animal" AusGEM_01752
"Wild Animal" AusGEM_01599
"Wild Animal" AusGEM_01790
"Wild Animal" SRR11355605
Human AUSMDU00013460
Human TEA_H055
Human SRR9924635
Human ERR5355767
Human AUSMDU00008379
Human SRR6456048
Human AUSMDU00047622
Human SRR6455994
Human SRR9924684
Human TEA_2H_434_21
Human AusGEM_01256
Human AUSMDU00035869
Human AUSMDU00006610
Human AUSMDU00005204
Human AUSMDU00019173
Human ERR5355739
Human TEA_2H_103_1
Human SRR7790741
Human AUSMDU00014366
Human AUSMDU00036958
Human SRR6456017
Human AUSMDU00034183
Human AUSMDU00040707
Human AUSMDU00043601
Human AusGEM_01219
Human AUSMDU00026853
Human AusGEM_00794
Human AusGEM_01183
Human AUSMDU00008202
Human AusGEM_01139
Human AUSMDU00026899
Human AUSMDU00003540
Human AUSMDU00030895
Human AusGEM_01125
Human AUSMDU00034346
Human TEA_2H_327_20
Human SRR8767496
Human SRR9924680
Human AUSMDU00034386
Human AusGEM_01324
Human ERR5355933
Human TEA_51_1_Ti1
Human AusGEM_01305
Human AusGEM_01221
Human AusGEM_01195
Human SRR7790744
Human SRR7790737
Human AUSMDU00026910
Human AusGEM_01885
Human TEA_2H_290_1
Human AUSMDU00015564
Human AUSMDU00008410
Human AUSMDU00010465
Human AUSMDU00008491
Human TEA_53_1_AC6
Human AusGEM_00769
Human ERR5355841
Human AUSMDU00007336
Human AUSMDU00007515
Human AUSMDU00035564
Human AUSMDU00008512
Human AUSMDU00008578
Human AUSMDU00035652
Human AUSMDU00024067
Human AUSMDU00038660
Human AusGEM_01230
Human AUSMDU00016184
Human AUSMDU00020172
Human AUSMDU00014314
Human TEA_16_4_Ti11
Human AUSMDU00014372
Human AUSMDU00048767
Human TEA_H030
Human SRR6456016
Human AUSMDU00022565
Human AUSMDU00015999
Human AUSMDU00048703
Human AusGEM_01406
Human AUSMDU00037559
Human AusGEM_01903
Human AUSMDU00005005
Human SRR7790751
Human TEA_2H_315_15
Human AusGEM_01876
Human SRR6952390
Human AUSMDU00014388
Human SRR7790748
Human TEA_20_1_TC6
Human AUSMDU00067527
Human ERR5355728
Human AUSMDU00031002
Human AUSMDU00035563
Human AUSMDU00022280
Human TEA_H561
Human AUSMDU00008374
Human AUSMDU00046697
Human AusGEM_01130
Human SRR11094218
Human AUSMDU00019176
Human AUSMDU00022392
Human AUSMDU00004837
Human AUSMDU00010596
Human AUSMDU00023223
Human AUSMDU00014346
Human AusGEM_02026
Human SRR11094214
Human AusGEM_01145
Human ERR5355970
Human AUSMDU00030820
Human AUSMDU00014193
Human AUSMDU00014369
Human AUSMDU00014355
Human SRR9924653
Human AUSMDU00007518
Human SRR953500
Human AUSMDU00016174
Human AUSMDU00024109
Human AUSMDU00010606
Human AUSMDU00017426
Human AUSMDU00014370
Human AUSMDU00005233
Human AUSMDU00015668
Human TEA_7_14_6A
Human AUSMDU00062348
Human SRR8767492
Human AUSMDU00070147
Human AUSMDU00064954
Human AUSMDU00008581
Human AUSMDU00015580
Human AUSMDU00036962
Human AUSMDU00030909
Human AUSMDU00070146
Human SRR9924665
Human AUSMDU00020287
Human AUSMDU00007347
Human AUSMDU00065918
Human AusGEM_01357
Human SRR12844969
Human ERR5355778
Human AusGEM_01401
Human AUSMDU00033913
Human AUSMDU00044083
Human AUSMDU00007858
Human AUSMDU00028588
Human SRR9924602
Human AUSMDU00014337
Human AUSMDU00008629
Human AUSMDU00011341
Human AUSMDU00017422
Human AUSMDU00034380
Human SRR7790747
Human AusGEM_01350
Human ERR5355836
Human AusGEM_02042
Human AusGEM_00834
Human AUSMDU00048293
Human AUSMDU00038299
Human AusGEM_01104
Human ERR5355865
Human SRR7828747
Human AUSMDU00017554
Human AUSMDU00005025
Human AUSMDU00034108
Human AusGEM_01382
Human AusGEM_01414
Human SRR9924668
Human AUSMDU00057153
Human SRR11094167
Human AusGEM_01919
Human AusGEM_01259
Human AusGEM_00786
Human AUSMDU00014007
Human ERR5355850
Human ERR5355575
Human AUSMDU00008263
Human AusGEM_01340
Human AUSMDU00004992
Human AUSMDU00036400
Human AusGEM_00790
Human SRR11094236
Human AUSMDU00025750
Human AUSMDU00014267
Human AUSMDU00047659
Human TEA_20_3_TC12
Human AUSMDU00012724
Human SRR5936474
Human AUSMDU00034398
Human AUSMDU00014198
Human AUSMDU00005210
Human AUSMDU00011694
Human AUSMDU00006614
Human ERR5355965
Human SRR7790738
Human AUSMDU00028609
Human AUSMDU00067906
Human AUSMDU00046205
Human AUSMDU00039105
Human ERR161252
Human AUSMDU00019234
Human ERR5355653
Human AUSMDU00016374
Human AUSMDU00026851
Human AUSMDU00019308
Human AUSMDU00003572
Human AUSMDU00034369
Human AUSMDU00008535
Human AUSMDU00014359
Human ERR5355832
Human AusGEM_01936
Human SRR4067473
Human AUSMDU00014327
Human AUSMDU00026849
Human AUSMDU00034373
Human AusGEM_02028
Human ERR5355757
Human TEA_H472
Human ERR5355945
Human AusGEM_02035
Human AUSMDU00009584
Human TEA_CD_52_IM4
Human AusGEM_01943
Human AUSMDU00007567
Human AUSMDU00015716
Human AUSMDU00005223
Human AUSMDU00007566
Human AUSMDU00007976
Human ERR5355643
Human AUSMDU00008513
Human AUSMDU00021200
Human AusGEM_00787
Human AUSMDU00014331
Human AUSMDU00029443
Human AusGEM_00800
Human AusGEM_02000
Human AUSMDU00017248
Human AUSMDU00042763
Human AUSMDU00016170
Human AUSMDU00008406
Human AUSMDU00067871
Human TEA_H287
Human AUSMDU00019970
Human AUSMDU00018199
Human AUSMDU00024594
Human AusGEM_01347
Human SRR7790728
Human AusGEM_01916
Human AUSMDU00034387
Human SRR7758880
Human AUSMDU00008259
Human TEA_H447
Human AUSMDU00045967
Human AUSMDU00026939
Human AUSMDU00020276
Human AusGEM_01937
Human AUSMDU00008207
Human AusGEM_01398
Human AUSMDU00063941
Human ERR5355807
Human ERR5355707
Human SRR9924659
Human AUSMDU00031899
Human AusGEM_01209
Human AUSMDU00065497
Human SRR11094183
Human AUSMDU00012378
Human AUSMDU00034199
Human AUSMDU00010814
Human TEA_6_14_6B
Human AUSMDU00026889
Human AUSMDU00018198
Human AUSMDU00010812
Human TEA_H071
Human SRR7790740
Human TEA_H656
Human AUSMDU00022564
Human ERR5355779
Human AUSMDU00016159
Human AUSMDU00034761
Human AUSMDU00016920
Human AUSMDU00044080
Human AUSMDU00034376
Human SRR6456039
Human AUSMDU00010589
Human AUSMDU00070149
Human SRR6456001
"Companion Animal" AusGEM_00353
"Companion Animal" AusGEM_00365
"Companion Animal" AusGEM_00569
"Companion Animal" AusGEM_00538
"Companion Animal" AusGEM_00418
"Companion Animal" AusGEM_00687
"Companion Animal" AusGEM_00447
"Companion Animal" SRR11947109
"Companion Animal" AusGEM_00645
"Companion Animal" AusGEM_00513
"Companion Animal" AusGEM_00581
"Companion Animal" AusGEM_00471
"Companion Animal" AusGEM_00637
"Companion Animal" AusGEM_00420
"Companion Animal" AusGEM_00504
"Companion Animal" AusGEM_00685
"Companion Animal" AusGEM_00612
"Companion Animal" AusGEM_00356
"Companion Animal" AusGEM_00403
"Companion Animal" AusGEM_00600
"Companion Animal" AusGEM_00622
"Companion Animal" AusGEM_00635
"Companion Animal" AusGEM_00487
"Companion Animal" AusGEM_00452
"Companion Animal" AusGEM_00626
"Companion Animal" AusGEM_00354
"Companion Animal" AusGEM_00368
"Companion Animal" AusGEM_00671
"Companion Animal" AusGEM_00669
"Companion Animal" AusGEM_00594
"Companion Animal" AusGEM_00578
"Companion Animal" AusGEM_00619
"Companion Animal" AusGEM_00451
"Companion Animal" AusGEM_00566
"Companion Animal" AusGEM_00599
"Companion Animal" AusGEM_00577
"Companion Animal" AusGEM_00624
"Companion Animal" AusGEM_00593
"Companion Animal" AusGEM_00654
"Companion Animal" AusGEM_00610
"Companion Animal" AusGEM_00575
"Companion Animal" AusGEM_00597
"Companion Animal" AusGEM_00529
"Companion Animal" AusGEM_00372
"Companion Animal" AusGEM_00656
"Companion Animal" AusGEM_00363
"Companion Animal" AusGEM_00666
"Companion Animal" AusGEM_00384
"Companion Animal" AusGEM_00686
"Companion Animal" AusGEM_00397
"Companion Animal" AusGEM_00419
"Companion Animal" AusGEM_00508
"Companion Animal" AusGEM_00367
"Companion Animal" SRR11947108
"Companion Animal" AusGEM_00617
"Companion Animal" AusGEM_00614
"Companion Animal" AusGEM_00393
"Companion Animal" AusGEM_00659
"Companion Animal" AusGEM_00463
"Companion Animal" SRR11608159
"Companion Animal" AusGEM_00716
"Companion Animal" AusGEM_00443
"Companion Animal" AusGEM_00715
"Companion Animal" AusGEM_00648
"Companion Animal" AusGEM_00466
"Companion Animal" AusGEM_00401
"Companion Animal" SRR11947107
"Companion Animal" AusGEM_00651
"Companion Animal" AusGEM_00604
"Companion Animal" AusGEM_00592
"Companion Animal" AusGEM_00712
"Companion Animal" AusGEM_00646
"Companion Animal" AusGEM_00484
"Companion Animal" AusGEM_00570
"Companion Animal" AusGEM_00550
"Companion Animal" AusGEM_00613
"Companion Animal" SRR11608169
"Companion Animal" AusGEM_00563
"Companion Animal" AusGEM_00699
"Companion Animal" SRR11947110
"Companion Animal" AusGEM_00394
"Companion Animal" AusGEM_00425
"Companion Animal" AusGEM_00415
"Companion Animal" AusGEM_00720
"Companion Animal" AusGEM_00408
"Companion Animal" AusGEM_00579
"Companion Animal" AusGEM_00371
"Companion Animal" AusGEM_00349
"Companion Animal" AusGEM_00627
"Companion Animal" AusGEM_00598
"Companion Animal" AusGEM_00696
"Companion Animal" AusGEM_00537
"Companion Animal" AusGEM_00431
"Companion Animal" AusGEM_00351
"Companion Animal" AusGEM_00629
"Companion Animal" AusGEM_00533
"Companion Animal" AusGEM_00524
"Companion Animal" AusGEM_00665
"Companion Animal" AusGEM_00670
"Companion Animal" AusGEM_00486
"Companion Animal" AusGEM_00441
"Companion Animal" AusGEM_00559
"Companion Animal" AusGEM_00547
"Companion Animal" SRR11947106
"Companion Animal" AusGEM_00717
"Companion Animal" AusGEM_00391
"Companion Animal" AusGEM_00358
"Companion Animal" AusGEM_00609
"Companion Animal" AusGEM_00653
"Companion Animal" AusGEM_00490
"Companion Animal" AusGEM_00571
"Companion Animal" AusGEM_00698
"Companion Animal" AusGEM_00605
"Companion Animal" AusGEM_00352
"Companion Animal" AusGEM_00620
"Companion Animal" AusGEM_00658
"Companion Animal" AusGEM_00411
"Companion Animal" AusGEM_00461
"Companion Animal" AusGEM_00485
"Companion Animal" AusGEM_00548
"Companion Animal" AusGEM_00611
"Companion Animal" AusGEM_00492
"Companion Animal" AusGEM_00478
"Companion Animal" AusGEM_00574
"Companion Animal" AusGEM_00536
"Companion Animal" AusGEM_00376
"Companion Animal" AusGEM_00340
"Companion Animal" AusGEM_00568
"Companion Animal" AusGEM_00691
"Companion Animal" AusGEM_00704
"Companion Animal" AusGEM_00482
"Companion Animal" AusGEM_00735
"Companion Animal" AusGEM_00608
"Companion Animal" AusGEM_00500
"Companion Animal" AusGEM_00546
"Companion Animal" AusGEM_00555
"Companion Animal" AusGEM_00427
"Companion Animal" SRR11608158
"Companion Animal" AusGEM_00399
"Companion Animal" AusGEM_00366
"Companion Animal" AusGEM_00649
"Companion Animal" AusGEM_00398
"Companion Animal" SRR11608168
"Companion Animal" AusGEM_00523
"Companion Animal" AusGEM_00516
"Companion Animal" AusGEM_00588
"Companion Animal" AusGEM_00432
"Companion Animal" AusGEM_00450
"Companion Animal" AusGEM_00412
"Companion Animal" AusGEM_00382
"Companion Animal" AusGEM_00623
"Companion Animal" AusGEM_00731
"Companion Animal" AusGEM_00621
"Companion Animal" AusGEM_00572
"Companion Animal" AusGEM_00429
"Companion Animal" AusGEM_00606
"Companion Animal" AusGEM_00583
"Companion Animal" AusGEM_00664
"Companion Animal" AusGEM_00534
"Companion Animal" AusGEM_00543
"Companion Animal" AusGEM_00520
"Companion Animal" AusGEM_00387
"Companion Animal" AusGEM_00641
"Companion Animal" AusGEM_00507
"Companion Animal" AusGEM_00642
"Companion Animal" AusGEM_00502
"Companion Animal" AusGEM_00442
"Companion Animal" SRR11947112
"Companion Animal" AusGEM_00554
"Companion Animal" AusGEM_00345
"Companion Animal" AusGEM_00539
"Companion Animal" ERR4254600
"Companion Animal" AusGEM_00527
"Companion Animal" AusGEM_00535
"Companion Animal" AusGEM_00677
"Companion Animal" AusGEM_00724
"Companion Animal" AusGEM_00406
"Companion Animal" AusGEM_00652
"Companion Animal" AusGEM_00655
"Companion Animal" AusGEM_00421
"Companion Animal" AusGEM_00636
"Companion Animal" AusGEM_00467
"Companion Animal" AusGEM_00378
"Companion Animal" AusGEM_00632
"Companion Animal" AusGEM_00703
"Companion Animal" SRR11608164
"Companion Animal" AusGEM_00390
"Companion Animal" AusGEM_00692
"Companion Animal" AusGEM_00725
"Companion Animal" AusGEM_00542
"Companion Animal" AusGEM_00342
"Companion Animal" SRR11608155
"Companion Animal" AusGEM_00719
"Companion Animal" AusGEM_00456
"Companion Animal" AusGEM_00576
"Companion Animal" AusGEM_00477
"Companion Animal" AusGEM_00586
"Companion Animal" AusGEM_00531
"Companion Animal" AusGEM_00532
"Companion Animal" AusGEM_00405
"Companion Animal" AusGEM_00341
"Companion Animal" AusGEM_00553
"Companion Animal" AusGEM_00667
"Companion Animal" AusGEM_00435
"Companion Animal" AusGEM_00701
"Companion Animal" AusGEM_00595
"Companion Animal" AusGEM_00370
"Companion Animal" AusGEM_00460
"Companion Animal" AusGEM_00434
"Companion Animal" AusGEM_00380
"Companion Animal" AusGEM_00681
"Companion Animal" AusGEM_00481
"Companion Animal" AusGEM_00551
"Companion Animal" AusGEM_00638
"Companion Animal" AusGEM_00723
"Companion Animal" SRR11608161
"Companion Animal" AusGEM_00503
"Companion Animal" AusGEM_00361
"Companion Animal" AusGEM_00630
"Companion Animal" AusGEM_00556
"Companion Animal" AusGEM_00561
"Companion Animal" AusGEM_00458
"Companion Animal" AusGEM_00663
"Companion Animal" AusGEM_00428
"Companion Animal" AusGEM_00446
"Companion Animal" AusGEM_00426
"Companion Animal" AusGEM_00639
"Companion Animal" AusGEM_00567
"Companion Animal" AusGEM_00690
"Companion Animal" AusGEM_00694
"Companion Animal" AusGEM_00675
"Companion Animal" AusGEM_00360
"Companion Animal" AusGEM_00483
"Companion Animal" AusGEM_00732
"Companion Animal" AusGEM_00736
"Companion Animal" AusGEM_00615
"Companion Animal" SRR11608160
"Companion Animal" SRR11608166
"Companion Animal" AusGEM_00395
"Companion Animal" AusGEM_00528
"Companion Animal" AusGEM_00545
"Companion Animal" AusGEM_00647
"Companion Animal" AusGEM_00470
"Companion Animal" AusGEM_00375
"Companion Animal" AusGEM_00706
"Companion Animal" AusGEM_00379
"Companion Animal" AusGEM_00473
"Companion Animal" AusGEM_00679
"Companion Animal" AusGEM_00718
"Companion Animal" AusGEM_00729
"Companion Animal" AusGEM_00469
"Companion Animal" AusGEM_00730
"Companion Animal" AusGEM_00476
"Companion Animal" AusGEM_00499
"Companion Animal" AusGEM_00386
"Companion Animal" SRR11608156
"Companion Animal" AusGEM_00424
"Companion Animal" AusGEM_00413
"Companion Animal" AusGEM_00603
"Companion Animal" AusGEM_00727
"Companion Animal" AusGEM_00457
"Companion Animal" AusGEM_00634
"Companion Animal" AusGEM_00640
"Companion Animal" AusGEM_00674
"Companion Animal" AusGEM_00661
"Companion Animal" AusGEM_00350
"Companion Animal" AusGEM_00526
"Companion Animal" AusGEM_00565
"Companion Animal" AusGEM_00489
"Companion Animal" AusGEM_00423
"Companion Animal" AusGEM_00557
"Companion Animal" AusGEM_00616
"Companion Animal" AusGEM_00373
"Companion Animal" AusGEM_00633
"Companion Animal" AusGEM_00414
"Companion Animal" AusGEM_00501
"Companion Animal" AusGEM_00660
"Companion Animal" AusGEM_00514
"Companion Animal" AusGEM_00668
"Companion Animal" AusGEM_00628
"Companion Animal" AusGEM_00587
"Companion Animal" AusGEM_00541
"Companion Animal" AusGEM_00410
"Companion Animal" AusGEM_00343
"Companion Animal" SRR933543
